ts,open,high,low,close
2025-09-04 06:45:00,70018.5335,70419.7374,69981.6451,70196.4201
2025-09-04 07:00:00,70182.2989,70223.1087,69429.4017,69537.4703
2025-09-04 07:15:00,69558.3244,69582.4643,69237.3055,69353.0875
2025-09-04 07:30:00,69364.7584,69516.2593,69126.3774,69160.1547
2025-09-04 07:45:00,69149.42,69611.5323,69120.6567,69564.4927
2025-09-04 08:00:00,69552.1266,69632.6236,69273.6478,69304.4589
2025-09-04 08:15:00,69304.4093,69310.6505,68669.3895,68830.2309
2025-09-04 08:30:00,68824.111,68980.5874,68642.6162,68838.3191
2025-09-04 08:45:00,68845.5655,68859.4995,68439.508,68550.7633
2025-09-04 09:00:00,68549.7619,68954.557,68458.6094,68829.203
2025-09-04 09:15:00,68808.9251,68819.2657,68532.21,68679.6343
2025-09-04 09:30:00,68667.461,69036.7721,68631.0113,68753.9015
2025-09-04 09:45:00,68744.3187,68836.2861,68490.5943,68518.061
2025-09-04 10:00:00,68519.9685,68600.1224,68309.6468,68326.2909
2025-09-04 10:15:00,68327.888,68749.492,68207.4583,68645.8982
2025-09-04 10:30:00,68643.5894,68818.2913,68466.5213,68614.5351
2025-09-04 10:45:00,68616.2781,68852.9298,68323.1746,68679.6291
2025-09-04 11:00:00,68677.0289,68791.0598,68455.8839,68749.4211
2025-09-04 11:15:00,68745.3543,68905.2621,68654.0338,68714.5847
2025-09-04 11:30:00,68697.728,68892.576,68596.117,68643.7515
2025-09-04 11:45:00,68648.9521,69026.5546,68619.6918,68698.3541
2025-09-04 12:00:00,68680.8141,68910.2733,68617.4864,68891.5609
2025-09-04 12:15:00,68904.2644,68918.6965,68387.7279,68748.695
2025-09-04 12:30:00,68761.2578,68864.7713,68511.1037,68833.5651
2025-09-04 12:45:00,68839.9587,68853.1794,68438.8017,68491.1368
2025-09-04 13:00:00,68500.7218,68631.0807,67972.9555,68061.7409
2025-09-04 13:15:00,68061.1001,68177.1523,67786.5408,67786.5408
2025-09-04 13:30:00,67784.2096,68180.8959,67666.4118,68159.431
2025-09-04 13:45:00,68157.5718,68372.1154,68018.3906,68049.1504
2025-09-04 14:00:00,68051.2631,68071.0223,67631.6078,67754.6698
2025-09-04 14:15:00,67747.7434,67747.7434,66938.8694,67164.0138
2025-09-04 14:30:00,67155.3473,67333.3007,66994.3929,67094.4297
2025-09-04 14:45:00,67097.873,67395.4538,66891.5495,67395.4538
2025-09-04 15:00:00,67384.2394,67445.2533,67156.5665,67236.5857
2025-09-04 15:15:00,67237.5154,67325.2998,67003.9227,67153.1356
2025-09-04 15:30:00,67165.6474,67274.5399,67017.0299,67079.7369
2025-09-04 15:45:00,67064.4341,67093.1048,66463.6692,66534.8348
2025-09-04 16:00:00,66534.3282,66815.0962,66493.1311,66772.5081
2025-09-04 16:15:00,66768.5435,67621.281,66768.5435,67489.4648
2025-09-04 16:30:00,67504.1241,67707.1463,67330.4397,67342.1441
2025-09-04 16:45:00,67350.0982,67456.6369,67092.9512,67306.7372
2025-09-04 17:00:00,67325.0289,67604.682,67217.7358,67229.9191
2025-09-04 17:15:00,67214.8753,67609.1979,67043.1206,67597.8674
2025-09-04 17:30:00,67596.5167,67759.3378,67384.5766,67497.9166
2025-09-04 17:45:00,67502.5596,67594.7473,67345.8954,67346.4522
2025-09-04 18:00:00,67314.5495,67479.2144,67241.048,67325.5325
2025-09-04 18:15:00,67318.4507,67677.8794,67224.819,67654.6824
2025-09-04 18:30:00,67665.0921,67878.9762,67591.4163,67741.3906
2025-09-04 18:45:00,67753.5755,67866.8302,67581.6466,67683.5822
2025-09-04 19:00:00,67677.3179,67759.3819,67511.8438,67758.9392
2025-09-04 19:15:00,67774.0648,67970.0105,67655.8172,67939.7044
2025-09-04 19:30:00,67921.5927,67953.8169,67664.1819,67918.2029
2025-09-04 19:45:00,67940.4986,68071.5496,67677.9537,67939.9666
2025-09-04 20:00:00,67948.3343,68320.6776,67912.4273,68286.8841
2025-09-04 20:15:00,68302.7574,68561.7895,68065.0355,68536.8479
2025-09-04 20:30:00,68556.5042,69157.8378,68535.5219,69117.2305
2025-09-04 20:45:00,69127.3117,69379.3908,68939.7106,69353.6453
2025-09-04 21:00:00,69357.6733,69468.2729,69146.5049,69235.0435
2025-09-04 21:15:00,69221.4501,69348.2485,68983.9421,69072.4133
2025-09-04 21:30:00,69059.1076,69124.501,68711.7167,68817.855
2025-09-04 21:45:00,68824.6574,69078.6238,68627.6586,68999.1517
2025-09-04 22:00:00,69018.708,69229.7022,68866.4012,69052.0986
2025-09-04 22:15:00,69072.9622,69182.3166,68422.781,68494.5759
2025-09-04 22:30:00,68505.5381,68592.5218,68325.633,68501.9939
2025-09-04 22:45:00,68509.3896,68765.0983,68452.888,68636.965
2025-09-04 23:00:00,68641.8597,68668.2188,68017.6714,68062.791
2025-09-04 23:15:00,68080.7893,68147.5855,67690.8174,67848.8985
2025-09-04 23:30:00,67828.6343,68389.1684,67776.6496,68095.7014
2025-09-04 23:45:00,68086.0642,68203.6971,67833.1691,68148.6249
2025-09-05 00:00:00,68126.7375,68602.48,68113.8635,68407.2576
2025-09-05 00:15:00,68410.8084,68475.3065,68215.4559,68242.349
2025-09-05 00:30:00,68256.2763,68450.4197,68161.3514,68181.073
2025-09-05 00:45:00,68165.29,68817.5756,68132.0022,68694.3008
2025-09-05 01:00:00,68703.49,69355.2121,68688.4097,69299.1858
2025-09-05 01:15:00,69289.1125,69661.7838,69274.454,69541.0729
2025-09-05 01:30:00,69545.1461,69945.2007,69460.0524,69846.5561
2025-09-05 01:45:00,69832.999,70012.9057,69639.1978,69688.0781
2025-09-05 02:00:00,69688.4621,69709.6892,69270.9189,69580.0878
2025-09-05 02:15:00,69597.1418,69714.8703,69195.5039,69202.4008
2025-09-05 02:30:00,69196.3225,69338.1706,68881.9585,68957.2182
2025-09-05 02:45:00,68965.9877,69401.1936,68965.9877,69369.2014
2025-09-05 03:00:00,69375.0512,69711.8024,69327.3497,69492.0231
2025-09-05 03:15:00,69481.0933,69547.0613,69189.5207,69284.5018
2025-09-05 03:30:00,69272.3222,69339.6984,69000.1659,69000.1659
2025-09-05 03:45:00,69015.9867,69217.1907,68944.7659,69106.7986
2025-09-05 04:00:00,69111.8173,69145.4195,68576.2247,68650.9802
2025-09-05 04:15:00,68645.1131,68962.2969,68472.7231,68911.8249
2025-09-05 04:30:00,68914.531,68977.6154,68650.264,68859.8198
2025-09-05 04:45:00,68843.316,69368.6885,68785.623,69090.5085
2025-09-05 05:00:00,69097.3331,69199.8995,68726.6532,68834.1588
2025-09-05 05:15:00,68840.4262,69095.3948,68629.508,68845.5059
2025-09-05 05:30:00,68846.3347,68869.3556,68631.8905,68778.9813
2025-09-05 05:45:00,68778.2091,68829.588,68293.382,68340.589
2025-09-05 06:00:00,68346.4452,68554.169,68172.9799,68279.9162
2025-09-05 06:15:00,68266.1352,68836.2521,68176.7211,68778.4343
2025-09-05 06:30:00,68777.1404,68924.1544,68534.3823,68750.0753
2025-09-05 06:45:00,68733.98,68763.7834,68250.2129,68383.9798
2025-09-05 07:00:00,68388.8174,69297.7062,68363.416,69285.594
2025-09-05 07:15:00,69278.6172,69445.2219,69235.9077,69264.9597
2025-09-05 07:30:00,69273.2137,69593.8744,69172.3745,69490.0021
2025-09-05 07:45:00,69445.9057,69876.2922,69445.9057,69798.2657
2025-09-05 08:00:00,69803.9221,70011.4754,69606.7086,69860.1555
2025-09-05 08:15:00,69859.4479,70074.1235,69689.4616,69969.421
2025-09-05 08:30:00,69975.6694,70161.2975,69852.3298,69979.5031
2025-09-05 08:45:00,69976.7363,70270.8887,69875.9128,70252.0284
2025-09-05 09:00:00,70248.6449,70614.7728,70216.6662,70512.342
2025-09-05 09:15:00,70549.0296,70610.2036,70260.7649,70402.1458
2025-09-05 09:30:00,70386.1689,70505.5121,70079.9976,70323.2768
2025-09-05 09:45:00,70307.6774,70616.6769,70299.3603,70478.606
2025-09-05 10:00:00,70461.2072,70971.1288,70171.9446,70920.7409
2025-09-05 10:15:00,70927.2975,71093.1869,70646.2363,70696.7793
2025-09-05 10:30:00,70684.2107,71197.4289,70657.5256,70997.8275
2025-09-05 10:45:00,70996.6972,71097.2683,70787.8053,71029.2155
2025-09-05 11:00:00,71025.6262,71329.938,71025.6262,71151.9713
2025-09-05 11:15:00,71130.6801,71326.7637,70623.8537,70659.2415
2025-09-05 11:30:00,70663.1233,70744.34,70325.9807,70330.004
2025-09-05 11:45:00,70314.271,70591.706,70059.2669,70313.0021
2025-09-05 12:00:00,70298.6923,70414.0965,69721.9277,69799.3166
2025-09-05 12:15:00,69810.2146,70047.1361,69795.4991,69949.7905
2025-09-05 12:30:00,69977.3025,70117.1091,69822.6488,69921.9796
2025-09-05 12:45:00,69914.7286,70077.5074,69657.5232,69706.1257
2025-09-05 13:00:00,69714.8598,69747.353,69349.3673,69379.5415
2025-09-05 13:15:00,69394.1913,69442.3967,69220.8854,69269.6126
2025-09-05 13:30:00,69285.9985,69368.606,68955.9883,69008.2726
2025-09-05 13:45:00,69002.11,69426.3368,68978.3993,69269.6596
2025-09-05 14:00:00,69269.4515,69435.071,68863.6601,68944.9198
2025-09-05 14:15:00,68968.9251,69126.6095,68907.6508,68999.8412
2025-09-05 14:30:00,69006.2407,69064.5644,68738.1629,68995.4628
2025-09-05 14:45:00,68989.454,69225.478,68816.4986,69058.644
2025-09-05 15:00:00,69058.745,69412.9836,68941.342,69254.5707
2025-09-05 15:15:00,69255.2538,69729.0861,69221.1382,69729.0861
2025-09-05 15:30:00,69744.9634,69915.1833,69659.0889,69659.504
2025-09-05 15:45:00,69679.8308,69900.8234,69536.4023,69646.1771
2025-09-05 16:00:00,69623.278,70110.8285,69616.4606,70056.8812
2025-09-05 16:15:00,70063.84,70571.2315,70033.2983,70571.2315
2025-09-05 16:30:00,70589.8604,71120.613,70589.8604,71109.4083
2025-09-05 16:45:00,71115.223,71510.9973,71097.7088,71457.1125
2025-09-05 17:00:00,71446.4715,71492.1792,70877.4252,70966.1263
2025-09-05 17:15:00,70951.9785,71046.182,70527.5548,70974.4511
2025-09-05 17:30:00,70979.4686,71422.2757,70934.7116,71229.4045
2025-09-05 17:45:00,71221.5008,71370.1493,70986.0302,71172.0417
2025-09-05 18:00:00,71165.8262,71418.6462,70782.7843,71371.053
2025-09-05 18:15:00,71391.514,71462.8145,71064.8257,71267.3467
2025-09-05 18:30:00,71274.409,71364.0549,70914.7795,71159.4483
2025-09-05 18:45:00,71140.5124,71352.8513,70961.8011,71220.6349
2025-09-05 19:00:00,71223.9805,71367.7411,70986.9091,71320.2264
2025-09-05 19:15:00,71307.1413,71484.3289,70779.1288,70816.4016
2025-09-05 19:30:00,70801.1487,71009.8571,70529.5322,71001.0366
2025-09-05 19:45:00,70987.5545,71097.7933,70876.2377,70878.0185
2025-09-05 20:00:00,70860.6377,70960.732,70424.1576,70447.2299
2025-09-05 20:15:00,70446.2663,70678.9287,70224.5867,70648.3723
2025-09-05 20:30:00,70656.3611,70800.9231,70513.6756,70753.7921
2025-09-05 20:45:00,70757.138,70798.5811,70473.3472,70639.1728
2025-09-05 21:00:00,70633.5139,70810.6807,70472.1155,70721.7946
2025-09-05 21:15:00,70734.1215,70944.2817,70689.959,70823.4349
2025-09-05 21:30:00,70845.0016,71009.4777,70731.9681,70760.4442
2025-09-05 21:45:00,70763.8124,70964.0853,70535.879,70591.3128
2025-09-05 22:00:00,70581.2061,70711.0421,70494.66,70670.4573
2025-09-05 22:15:00,70677.0232,70823.5537,70523.5372,70544.5472
2025-09-05 22:30:00,70548.5075,70598.8275,70162.4137,70168.3167
2025-09-05 22:45:00,70181.0219,70332.0352,70042.1867,70246.6204
2025-09-05 23:00:00,70249.2645,70501.6435,70136.3534,70401.8315
2025-09-05 23:15:00,70378.2274,70452.2325,70078.2643,70117.8984
2025-09-05 23:30:00,70112.7059,70452.5149,70063.9019,70442.1718
2025-09-05 23:45:00,70420.3651,70736.8237,70287.6343,70287.6343
2025-09-06 00:00:00,70280.556,70389.8677,70044.6038,70233.7831
2025-09-06 00:15:00,70255.246,70524.0983,70095.7606,70195.6893
2025-09-06 00:30:00,70177.3061,70424.3848,70080.0607,70116.1216
2025-09-06 00:45:00,70110.1894,70179.7828,69740.055,70179.7828
2025-09-06 01:00:00,70191.3853,70377.558,70039.475,70163.3621
2025-09-06 01:15:00,70145.9032,70313.5941,69912.1899,69942.1733
2025-09-06 01:30:00,69933.1238,69946.4125,69384.4381,69474.8903
2025-09-06 01:45:00,69475.3534,69596.2651,69307.9008,69554.0413
2025-09-06 02:00:00,69546.6214,69942.8937,69511.0837,69640.3492
2025-09-06 02:15:00,69639.686,69874.6654,69483.0392,69633.6248
2025-09-06 02:30:00,69647.6068,70025.6694,69647.6068,69879.2668
2025-09-06 02:45:00,69883.682,70294.1475,69858.5665,70293.9222
2025-09-06 03:00:00,70304.4685,70557.773,70244.4977,70545.2975
2025-09-06 03:15:00,70523.922,70536.5607,70258.7748,70349.0963
2025-09-06 03:30:00,70356.8727,70792.6008,70280.8063,70357.0612
2025-09-06 03:45:00,70342.7301,70493.3705,70028.2388,70399.1
2025-09-06 04:00:00,70402.5171,70436.6125,69830.7878,70074.5809
2025-09-06 04:15:00,70073.0062,70608.6565,70067.0915,70346.0595
2025-09-06 04:30:00,70347.7228,70348.1211,69824.2257,69838.1698
2025-09-06 04:45:00,69838.3534,70507.0764,69804.9515,70422.9364
2025-09-06 05:00:00,70416.8988,70512.7863,69976.8118,70071.013
2025-09-06 05:15:00,70078.0546,70391.2523,70065.9872,70330.1483
2025-09-06 05:30:00,70342.5548,70388.5659,70058.1284,70243.0609
2025-09-06 05:45:00,70272.1475,70563.425,70121.9753,70492.9723
2025-09-06 06:00:00,70498.2685,71087.3832,70400.2601,70718.2497
2025-09-06 06:15:00,70712.823,71344.8998,70712.823,71115.5451
2025-09-06 06:30:00,71100.2955,71273.5447,70909.841,70946.7039
2025-09-06 06:45:00,70948.3682,71166.0341,70844.0157,70975.4723
2025-09-06 07:00:00,70950.4295,71092.9047,70608.0966,70608.0966
2025-09-06 07:15:00,70589.1796,70781.4671,70491.0114,70679.0776
2025-09-06 07:30:00,70682.8129,70918.9421,70584.6224,70600.3677
2025-09-06 07:45:00,70613.2303,70942.7249,70505.281,70552.4564
2025-09-06 08:00:00,70531.5771,70897.966,70471.9253,70615.0607
2025-09-06 08:15:00,70616.2312,70873.2077,70532.3651,70647.8603
2025-09-06 08:30:00,70658.4115,70710.7748,70373.3754,70402.6784
2025-09-06 08:45:00,70410.9803,70705.1863,70290.9958,70609.2746
2025-09-06 09:00:00,70615.2864,70772.3825,69969.996,70044.6979
2025-09-06 09:15:00,70048.3063,70126.6305,69832.7074,70086.2603
2025-09-06 09:30:00,70102.028,70138.4548,69688.8971,70115.3354
2025-09-06 09:45:00,70116.5403,70312.0854,70072.017,70211.6714
2025-09-06 10:00:00,70203.1865,70640.9913,69979.014,70624.2279
2025-09-06 10:15:00,70617.662,70910.6044,70425.1042,70844.7719
2025-09-06 10:30:00,70843.5528,70902.1765,70606.4868,70789.0304
2025-09-06 10:45:00,70791.3211,71355.4206,70784.3856,71287.9115
2025-09-06 11:00:00,71291.3906,71463.3471,71168.6449,71255.2539
2025-09-06 11:15:00,71265.5904,71771.23,71265.5904,71526.1314
2025-09-06 11:30:00,71528.7663,71549.0703,71138.1632,71162.2877
2025-09-06 11:45:00,71167.8113,71489.0656,71109.9462,71280.4995
2025-09-06 12:00:00,71285.3138,71617.2181,71112.1562,71517.8504
2025-09-06 12:15:00,71509.4561,71712.8907,71281.9418,71456.1766
2025-09-06 12:30:00,71440.341,71766.1106,71389.6361,71753.3683
2025-09-06 12:45:00,71772.0948,71792.3839,71268.8302,71341.1388
2025-09-06 13:00:00,71319.9717,71367.2132,70835.1967,70885.0921
2025-09-06 13:15:00,70890.0236,71194.5466,70836.7991,70936.7322
2025-09-06 13:30:00,70922.4863,71034.0291,70409.9456,70651.3647
2025-09-06 13:45:00,70648.7286,70847.2866,70486.2576,70792.7874
2025-09-06 14:00:00,70802.2004,70890.2008,70465.6007,70860.2949
2025-09-06 14:15:00,70877.3834,71277.3758,70877.3834,71096.1032
2025-09-06 14:30:00,71101.0397,71614.6542,71049.3478,71534.4874
2025-09-06 14:45:00,71556.246,71646.3482,71184.2579,71207.3084
2025-09-06 15:00:00,71238.6067,71511.2361,71209.5222,71378.3883
2025-09-06 15:15:00,71365.2435,71382.2141,70731.1457,70743.2777
2025-09-06 15:30:00,70746.262,70990.609,70552.524,70703.2253
2025-09-06 15:45:00,70713.2333,70808.8798,70389.1512,70531.0907
2025-09-06 16:00:00,70510.6008,70640.2719,70333.4988,70335.8503
2025-09-06 16:15:00,70343.377,70514.5369,70144.7655,70467.9572
2025-09-06 16:30:00,70491.3643,70926.6218,70371.9238,70411.3344
2025-09-06 16:45:00,70421.6822,70636.2206,70312.0608,70379.1315
2025-09-06 17:00:00,70389.3249,70468.204,70155.3821,70163.307
2025-09-06 17:15:00,70167.5416,70551.6447,70071.1304,70538.7717
2025-09-06 17:30:00,70539.4021,70777.5899,70439.6867,70560.9654
2025-09-06 17:45:00,70556.2016,70970.9665,70348.8418,70567.5881
2025-09-06 18:00:00,70567.1122,70777.9934,70286.9739,70341.8645
2025-09-06 18:15:00,70353.359,70493.8725,70243.4626,70345.5138
2025-09-06 18:30:00,70342.8008,70786.6652,70250.6112,70758.9364
2025-09-06 18:45:00,70732.2206,71201.568,70586.0279,70983.1966
2025-09-06 19:00:00,70988.6065,71657.5981,70988.6065,71562.9126
2025-09-06 19:15:00,71560.7214,71600.4577,71291.6013,71408.7169
2025-09-06 19:30:00,71409.8154,71631.0224,71035.2693,71062.1842
2025-09-06 19:45:00,71029.0458,71034.3137,70727.8344,70881.6158
2025-09-06 20:00:00,70842.7914,71274.2397,70842.7914,71175.4019
2025-09-06 20:15:00,71190.9967,71306.197,70852.4012,70976.2963
2025-09-06 20:30:00,70978.1319,70980.0236,70487.8889,70507.1016
2025-09-06 20:45:00,70488.2116,70841.7417,70408.1342,70781.9024
2025-09-06 21:00:00,70791.8983,71560.0859,70737.7038,71437.2598
2025-09-06 21:15:00,71465.8601,71639.7409,70959.0531,70981.1175
2025-09-06 21:30:00,70968.2758,71556.3048,70934.7958,71459.3527
2025-09-06 21:45:00,71475.2045,71784.7093,71440.4787,71692.9427
2025-09-06 22:00:00,71705.0953,72188.0,71576.2204,72023.2502
2025-09-06 22:15:00,72059.3349,72252.7169,71643.3427,71758.5364
2025-09-06 22:30:00,71761.0105,72263.4438,71761.0105,72210.2631
2025-09-06 22:45:00,72226.9266,72346.8015,72003.4823,72202.2404
2025-09-06 23:00:00,72194.138,72403.0708,71996.8647,72069.988
2025-09-06 23:15:00,72087.7844,72115.762,71365.6345,71419.6407
2025-09-06 23:30:00,71434.5571,71770.2158,71427.8419,71593.1366
2025-09-06 23:45:00,71597.3275,71856.5417,71502.0952,71736.7896
2025-09-07 00:00:00,71762.1615,71993.4626,71666.2243,71891.4763
2025-09-07 00:15:00,71881.5497,71994.6553,71617.7798,71700.3488
2025-09-07 00:30:00,71709.775,72049.1356,71671.3885,71928.3349
2025-09-07 00:45:00,71920.3051,72295.3106,71870.2291,72218.1034
2025-09-07 01:00:00,72215.4166,72461.5682,72132.3474,72444.324
2025-09-07 01:15:00,72445.5357,72621.2146,72156.3439,72319.2776
2025-09-07 01:30:00,72287.4192,72317.0053,71823.051,71985.5772
2025-09-07 01:45:00,72003.032,72178.1319,71888.1757,72060.9854
2025-09-07 02:00:00,72078.0807,72649.2448,72066.1089,72503.5003
2025-09-07 02:15:00,72493.2865,72565.3886,72133.79,72135.8184
2025-09-07 02:30:00,72141.0257,72192.4825,71554.2915,71663.2268
2025-09-07 02:45:00,71662.0242,72180.7263,71583.9867,72084.5197
2025-09-07 03:00:00,72098.5539,72277.9572,71911.3719,71924.8976
2025-09-07 03:15:00,71926.6704,72479.6681,71926.6704,72458.5311
2025-09-07 03:30:00,72446.5188,72489.2708,71993.1641,72339.5733
2025-09-07 03:45:00,72328.1513,72374.4223,71659.1392,71805.2151
2025-09-07 04:00:00,71805.0625,71896.502,71663.1565,71719.1163
2025-09-07 04:15:00,71709.7467,71843.046,71363.0245,71504.0054
2025-09-07 04:30:00,71510.5469,72007.1138,71464.4468,71960.8943
2025-09-07 04:45:00,71971.7563,72502.8948,71903.4066,72343.1746
2025-09-07 05:00:00,72367.9285,72738.7048,72365.4627,72429.33
2025-09-07 05:15:00,72451.6186,72635.7029,72130.5202,72329.3496
2025-09-07 05:30:00,72331.5292,72629.9898,72185.3341,72600.5229
2025-09-07 05:45:00,72588.0571,72713.0703,72179.1827,72199.6645
2025-09-07 06:00:00,72208.1755,72375.2257,71965.0899,72170.7266
2025-09-07 06:15:00,72164.7497,72515.3048,72164.7497,72260.8169
2025-09-07 06:30:00,72271.8421,72284.3152,71980.9353,72108.07
2025-09-07 06:45:00,72086.0784,72110.3976,71462.4778,71511.9376
2025-09-07 07:00:00,71520.8239,71981.9748,71502.8103,71835.5502
2025-09-07 07:15:00,71821.7558,71999.797,71628.6955,71795.239
2025-09-07 07:30:00,71819.0406,71956.4988,71703.3398,71922.9316
2025-09-07 07:45:00,71926.8064,72582.0358,71901.8366,72509.0062
2025-09-07 08:00:00,72511.8066,72814.0217,72405.48,72514.6926
2025-09-07 08:15:00,72532.5162,72590.1175,72245.95,72469.9354
2025-09-07 08:30:00,72468.0246,73260.2079,72449.8614,73040.7349
2025-09-07 08:45:00,73027.3657,73499.055,72981.3077,73335.4189
2025-09-07 09:00:00,73336.2662,73593.727,73096.588,73160.1181
2025-09-07 09:15:00,73178.4096,73404.4642,73091.3624,73165.1879
2025-09-07 09:30:00,73188.0138,73675.6474,73108.9058,73570.0225
2025-09-07 09:45:00,73576.8529,73920.0081,73457.5929,73528.2909
2025-09-07 10:00:00,73535.2747,74091.9033,73527.9184,74003.3133
2025-09-07 10:15:00,74010.8338,74127.7893,73843.9695,74012.5044
2025-09-07 10:30:00,74025.9929,74535.0366,73875.2908,74501.7354
2025-09-07 10:45:00,74518.2561,74520.3155,73990.206,74098.076
2025-09-07 11:00:00,74063.6356,74349.0789,73868.8019,73963.5498
2025-09-07 11:15:00,73952.9028,74617.0842,73931.7886,74517.4574
2025-09-07 11:30:00,74520.112,74839.1102,74460.088,74562.5263
2025-09-07 11:45:00,74534.5886,74564.9736,74071.4376,74345.3571
2025-09-07 12:00:00,74340.5186,74465.6389,74096.4251,74419.014
2025-09-07 12:15:00,74417.8691,74518.9588,73864.9643,74161.5616
2025-09-07 12:30:00,74181.1702,74331.7359,74073.3754,74091.9099
2025-09-07 12:45:00,74114.8249,74261.9122,73407.0332,73453.7695
2025-09-07 13:00:00,73440.4911,73946.544,73394.0336,73654.346
2025-09-07 13:15:00,73654.4286,73719.5001,73391.3707,73391.9035
2025-09-07 13:30:00,73372.7108,73618.5807,73288.8594,73372.3353
2025-09-07 13:45:00,73380.1784,73671.7885,73134.4962,73597.8695
2025-09-07 14:00:00,73597.5963,74259.0163,73545.5496,74158.6388
2025-09-07 14:15:00,74171.6517,74283.4973,73967.7663,74020.4652
2025-09-07 14:30:00,74028.7447,74232.4993,73836.9438,74141.8105
2025-09-07 14:45:00,74142.572,74252.5488,73988.3725,74204.7238
2025-09-07 15:00:00,74221.3325,74244.0848,73793.8897,73885.6931
